RepName,length,RPKM (0h),t1/2 (h)
NM_052937,3967,4.13,2.35
NM_007218,3312,7.89,2.35
NM_052924,2088,3.97,2.35
NM_030937,5260,20.27,2.35
NM_182972,1900,53.28,2.35
NM_004696,2529,2.47,2.35
NM_014656,4564,10.4,2.35
NM_019610,3877,9.28,2.35
NM_181093,2874,5.87,2.35
NM_024836,2952,16.41,2.35
NM_018134,2017,4.82,2.35
NM_017761,2382,5.79,2.35
NM_018022,1809,14.13,2.35
NM_014458,3505,6.91,2.35
NM_020951,4480,2.69,2.35
NM_001005851,2502,1.5,2.35
NM_025245,1443,3.27,2.35
NM_199132,4053,2.33,2.35
NM_181786,2952,2.28,2.35
NM_212550,657,7.18,2.35
NM_144566,2884,1.97,2.35
NM_021089,2210,13.66,2.35
NM_018555,5165,3.34,2.35
NM_005603,5818,1.8,2.35
NM_001003675,8944,4.3,2.35
NM_031303,1896,1.37,2.35
NM_006988,4670,20.68,2.35
NM_152505,2364,1.09,2.35
NM_020998,2280,3.46,2.35
NM_022903,1820,9.43,2.35
NM_173543,3520,9.4,2.35
NM_173657,1931,4.49,2.35
NM_017897,1544,8.56,2.35
NM_024548,4439,5.74,2.35
NM_174938,2537,2.47,2.35
NM_206920,3690,6.51,2.35
NM_138554,5503,2.98,2.35
NM_144982,7158,3.55,2.35
NM_006163,1678,1.26,2.35
NM_004083,927,9.98,2.35
NM_139283,3748,12.82,2.35
NM_182613,2743,2,2.35
NM_005080,1836,38.89,2.35
NM_001033523,979,1.27,2.35
NM_006355,3286,3.84,2.35
NM_145655,4691,11.08,2.35
NM_152559,958,5.03,2.35
NM_024523,4152,11.99,2.35
NM_001010934,2820,3.52,2.35
NM_005302,3058,4.92,2.35
NM_024653,2175,13.66,2.35
NM_019071,2221,6.38,2.35
NM_030636,4687,2.32,2.35
NM_020834,3662,3.16,2.35
NM_173462,5799,1.16,2.35
NM_013231,7185,5.96,2.35
NM_138731,6103,5.04,2.35
NM_001001436,1415,9.68,2.35
NM_145039,2759,5.66,2.35
NM_001802,2702,16.39,2.35
NM_206967,447,21.36,2.35
NM_033119,2604,1.29,2.35
NM_005741,3303,22.29,2.35
NM_005236,2751,3.61,2.35
NM_001042471,1646,1.57,2.35
NM_018042,2430,4.8,2.35
NM_001025459,577,2.99,2.35
NM_014716,2498,1,2.35
NM_017941,2144,6.57,2.35
NM_016938,1939,1.28,2.35
NM_153451,2544,12.44,2.35
NM_032725,2216,14.11,2.35
NM_006779,2001,13.64,2.35
NM_003847,1178,2.94,2.35
NM_022767,3074,32.77,2.35
NM_002089,1110,3.12,2.35
NM_002448,1944,12.9,2.35
NM_144726,3362,35.28,2.38
NM_003633,4827,3.25,2.38
NM_031300,1082,7.13,2.38
NM_133263,3277,30.07,2.38
NM_001017927,1280,2.48,2.38
NM_000312,1776,2.06,2.38
NM_031866,3195,6.64,2.38
NM_138499,2624,20.37,2.38
NM_007329,7686,5.01,2.38
NM_007078,4223,3.03,2.38
NM_001039897,2480,2.21,2.38
NM_021826,2875,15.77,2.38
NM_033550,3384,10,2.38
NM_002657,5640,11.67,2.38
NM_017798,3265,68.4,2.38
NM_030919,2445,130.19,2.38
NM_152837,3308,1.31,2.38
NM_003840,3561,16.31,2.38
NM_001147,2269,4.42,2.38
NM_006167,3266,3.63,2.38
NM_152271,3584,1.99,2.38
NM_018299,4057,5.44,2.38
NM_080872,7002,2.34,2.38
NM_139021,1904,6.89,2.38
NM_032334,998,7.34,2.38
NM_000662,1438,5.36,2.38
NM_182763,4020,44.92,2.38
NM_031371,6065,5.71,2.38
NM_024037,2061,13.81,2.38
NM_212551,2623,5.59,2.38
NM_003582,2301,22.39,2.38
NM_001040441,7333,2.1,2.38
NM_014417,1840,3.46,2.38
NM_152279,2992,2.03,2.38
NM_144684,4732,5.07,2.38
NM_007145,3186,40.77,2.38
NM_014364,1455,18.5,2.38
NM_199071,2991,4.19,2.38
NM_005239,3672,92.31,2.38
NM_021964,3032,22.69,2.38
NM_172312,2010,1.38,2.38
NM_052813,2136,3.11,2.38
NM_198186,4768,16.07,2.38
NM_004936,4001,6.24,2.38
NM_194320,3556,3.2,2.38
NM_018956,726,1.58,2.38
NM_030640,3566,18.29,2.38
NM_003428,3466,3.47,2.38
NM_003877,2210,2.57,2.38
NM_018173,2882,1.8,2.38
NM_152943,3826,1.05,2.38
NM_032256,2706,12.09,2.38
NM_018280,1836,1.47,2.38
NM_015653,1396,3.52,2.38
NM_003216,4382,6.76,2.38
NM_005675,1188,1.38,2.38
NM_152733,1980,9.3,2.38
NM_018988,3033,16.83,2.38
NM_018945,5387,23,2.38
NM_001455,3338,8.29,2.38
NM_021620,3234,1.49,2.38
NM_001031617,4896,4.57,2.38
NM_177455,588,4.09,2.38
NM_032120,1736,6.77,2.38
NM_002360,3350,77.67,2.38
NM_001039936,3447,4.67,2.38
NM_020810,5272,7.17,2.38
NM_001015048,5006,18.27,2.38
NM_033410,2759,6.12,2.38
NM_021646,3252,4.65,2.38
NM_152458,3201,3.55,2.38
NM_001010878,1071,10.35,2.38
NM_024773,2416,2.83,2.38
NM_014685,2198,18.92,2.38
NM_021140,5418,7.6,2.38
NM_000950,4490,8.91,2.38
NM_002359,5043,7.57,2.38
NM_001039999,2930,29.21,2.38
NM_000286,2609,1.88,2.38
NM_006460,4785,39.89,2.38
NM_173079,3848,9.98,2.38
NM_178518,1996,11.36,2.38
NM_001039660,2189,3.3,2.38
NM_006656,3540,8.99,2.38
NM_025141,1421,11.94,2.38
NM_153619,6109,2.43,2.38
NM_145204,1485,2.72,2.38
NM_024590,4689,7.22,2.38
NM_020389,2589,1.18,2.41
NM_006203,5876,59.18,2.41
NM_024867,5655,1.56,2.41
NM_181501,4811,18.43,2.41
NM_006887,2528,22.67,2.41
NM_152392,2161,11.03,2.41
NM_032213,2693,4.51,2.41
NM_052871,511,23.03,2.41
NM_025147,1990,11.05,2.41
NM_002015,5723,4.26,2.41
NM_006346,3114,5.23,2.41
NM_014915,5360,1.34,2.41
NM_015235,4127,22.31,2.41
NM_018245,3682,2.96,2.41
NM_032023,2509,1.68,2.41
NM_012420,3906,4.69,2.41
NM_181689,1338,6.62,2.41
NM_000933,5546,11.62,2.41
NM_005985,1708,12.99,2.41
NM_014112,9990,13.04,2.41
NM_207506,2100,4.18,2.41
NM_213605,2536,1.17,2.41
NM_001013661,1818,1.21,2.41
NM_033631,7555,19.16,2.41
NM_144990,1969,6.02,2.41
NM_005955,7986,9.76,2.41
NM_017619,1901,3.9,2.41
NM_014777,5613,24.62,2.41
NM_014813,4015,9.42,2.41
NM_001031665,2705,1.24,2.41
NM_015898,4456,15.65,2.41
NM_173804,1654,1.57,2.41
NM_000363,787,2.45,2.41
NM_024762,2352,3.03,2.41
NM_033256,723,1.06,2.41
NM_001012320,2665,2.02,2.41
NM_001806,3750,9.13,2.41
NM_020933,4078,35.54,2.41
NM_001025094,4889,6.75,2.41
NM_052911,4499,4.82,2.41
NM_006806,1378,15.96,2.41
NM_130436,6378,16.49,2.41
NM_012234,4562,6.87,2.41
NM_152672,1476,1.04,2.41
NM_007042,1567,24.94,2.41
NM_006153,1938,20.96,2.41
NM_005524,1471,3.34,2.41
NM_012416,4606,6.03,2.41
NM_144965,2884,1.73,2.41
NM_022160,2300,1,2.41
NM_020893,6269,4.94,2.41
NM_031474,2754,2.9,2.41
NM_033276,1182,3.51,2.41
NM_024623,2080,10.85,2.41
NM_152269,2072,9.5,2.41
NM_021916,4042,1.93,2.41
NM_173515,3277,14.87,2.41
NM_145727,2042,4.2,2.41
NM_182503,3570,5.81,2.41
NM_207495,2467,1.05,2.41
NM_001949,4744,22.78,2.41
NM_013316,3333,16.09,2.41
NM_000290,845,5.92,2.41
NM_017621,2081,20.26,2.41
NM_005431,3094,5.52,2.41
NM_032164,2259,16.44,2.41
NM_138426,4762,6.32,2.41
NM_006524,2230,2.2,2.41
NM_004926,3022,16.82,2.41
NM_001024674,576,21.44,2.41
NM_181291,2597,21.51,2.41
NM_030943,1906,1.61,2.41
NM_145254,1068,10.12,2.41
NM_015421,1171,7.41,2.41
NM_001010865,1335,8.95,2.41
NM_021987,4082,45.98,2.41
NM_004645,2649,15.33,2.41
NM_031220,3109,2.69,2.41
NM_181656,1600,3.49,2.41
NM_032141,2542,11.19,2.41
NM_000697,2335,2.1,2.41
NM_152351,2139,53.56,2.41
NM_031965,2797,15.11,2.41
NM_181844,3596,4.88,2.41
NM_024052,4232,6.31,2.41
NM_005608,917,2.41,2.41
NM_004705,3202,11.21,2.41
NM_152455,5607,6.59,2.41
NM_019600,3863,1.84,2.41
NM_198526,3082,13.02,2.41
NM_020857,3922,23.15,2.41
NM_002199,2223,6.72,2.41
NM_001031723,4802,1.84,2.41
NM_032432,3416,3.75,2.41
NM_020225,4654,18.06,2.41
NM_182646,5627,3.13,2.41
NM_001945,2360,2.49,2.44
NM_001270,6457,13.07,2.44
NM_024091,2416,25.76,2.44
NM_001029869,725,3.98,2.44
NM_022913,2858,21.2,2.44
NM_005859,2614,10,2.44
NM_015111,5987,5.73,2.44
NM_001008237,838,4.26,2.44
NM_173822,4002,6.02,2.44
NM_001009812,1463,4.74,2.44
NM_014795,5583,6.06,2.44
NM_004854,2815,17.79,2.44
NM_194312,4607,4.52,2.44
NM_005400,5537,19.22,2.44
NM_194250,4700,13.04,2.44
NM_199464,1625,2.01,2.44
NM_032436,3782,14.16,2.44
NM_021226,2775,12.9,2.44
NM_016341,7609,1.11,2.44
NM_201596,3721,5.39,2.44
NM_021035,7209,16.17,2.44
NM_017806,1196,9.51,2.44
NM_207350,898,2.36,2.44
NM_152504,1203,2.31,2.44
NM_198401,2800,5.82,2.44
NM_024787,1868,2.89,2.44
NM_004091,5273,6.26,2.44
NM_182623,1740,2.49,2.44
NM_001001523,3084,6.44,2.44
NM_007112,3176,3.06,2.44
NM_000433,2406,1.88,2.44
NM_053053,2110,12.48,2.44
NM_030952,3443,3.53,2.44
NM_152379,1486,11.81,2.44
NM_025188,3584,1.93,2.44
NM_032328,1026,19.19,2.44
NM_182685,1590,25.18,2.44
NM_032522,1347,1.85,2.44
NM_001007257,7958,2.82,2.44
NM_021958,2308,3.67,2.44
NM_138794,845,8.55,2.44
NM_023074,3176,1.45,2.44
NM_030972,3153,1.31,2.44
NM_152899,2315,122.07,2.44
NM_024620,3426,1.01,2.44
NM_022165,755,2.8,2.44
NM_004775,3830,1.93,2.44
NM_017742,4620,7.12,2.44
NM_018338,3260,2.63,2.44
NM_016291,1812,29.34,2.44
NM_007182,1979,16.48,2.44
NM_174907,1497,22.81,2.44
NM_032343,984,45.6,2.44
NM_006007,2425,23.56,2.44
NM_001393,3163,1.49,2.44
NM_004235,2639,8.81,2.44
NM_182611,2892,6.27,2.44
NM_014840,6821,8.92,2.44
NM_023012,2352,20.51,2.44
NM_005996,4814,16.42,2.44
NM_006897,1640,3.58,2.44
NM_198827,2823,19.96,2.44
NM_024627,6608,3.62,2.44
NM_004076,853,1.24,2.44
NM_006403,4532,1.14,2.44
NM_145062,2197,4.78,2.44
NM_001025369,3665,33.57,2.44
NM_002505,2834,27.92,2.44
NM_017920,3606,12.79,2.44
NM_178558,3042,1.9,2.44
NM_152557,3706,15.07,2.44
NM_024315,1083,17.19,2.44
NM_005395,1334,4.34,2.44
NM_213603,1654,4.6,2.44
NM_021148,4325,1.11,2.44
NM_006716,3923,13.77,2.44
NM_012256,2796,11.08,2.44
NM_012074,4164,1.04,2.44
NM_174891,1908,4.19,2.44
NM_020807,4220,2.4,2.44
NM_144676,937,2.35,2.44
NM_152339,2366,1.34,2.44
NM_001012731,5593,1.12,2.44
NM_001009584,1865,8.84,2.44
NM_004469,2128,1.85,2.44
NM_033215,2941,4.75,2.44
NM_007157,5651,3.26,2.44
NM_015721,3472,71.58,2.44
NM_144680,2767,1.29,2.44
NM_020899,5888,14.71,2.44
NM_033389,9166,7.26,2.44
NM_144775,3206,14.99,2.44
NM_001258,1161,5.31,2.44
NM_005450,1279,2.25,2.44
NM_170731,4247,4.93,2.44
NM_022337,1412,2.04,2.44
NM_007152,2168,16.29,2.44
NM_194285,5752,11.39,2.44
NM_171997,2633,3.07,2.44
NM_003612,2661,2.39,2.44
NM_014985,5097,6.3,2.44
NM_022480,3683,3.79,2.44
NM_000781,1821,1.37,2.44
NM_153271,3250,16.95,2.44
NM_020337,7763,6.7,2.44
NM_004684,2808,1.3,2.44
NM_198353,2240,5.2,2.44
NM_032219,1935,1.64,2.44
NM_003943,2340,5.81,2.44
NM_001203,2032,18.04,2.44
NM_017665,2136,7.27,2.47
NM_152277,3015,15.94,2.47
NM_030567,1510,29.46,2.47
NM_003432,2415,65.66,2.47
NM_014350,2003,6.11,2.47
NM_004807,2051,25.12,2.47
NM_019845,1496,14.57,2.47
NM_020311,2311,12.94,2.47
NM_024766,1551,37.89,2.47
NM_002830,3963,9.25,2.47
NM_174931,885,2.72,2.47
NM_182756,1813,1.11,2.47
NM_178120,2403,13.89,2.47
NM_007129,2698,18.02,2.47
NM_022970,4647,2.67,2.47
NM_021732,1387,58.24,2.47
NM_001010911,1967,2.74,2.47
NM_006258,3740,28.12,2.47
NM_173541,738,5.88,2.47
NM_014472,3330,8.17,2.47
NM_025224,4376,2.53,2.47
NM_016470,1572,35.11,2.47
NM_002623,1383,11.02,2.47
NM_001853,2511,29.32,2.47
NM_002603,2990,11.81,2.47
NM_057735,2748,3.22,2.47
NM_138465,1363,18.83,2.47
NM_030895,2692,3.9,2.47
NM_001008662,2038,21.73,2.47
NM_001013674,2143,2.43,2.47
NM_018948,3099,4.29,2.47
NM_003629,5621,10.11,2.47
NM_020703,2469,2.65,2.47
NM_024897,2117,3.27,2.47
NM_003762,2126,2.45,2.47
NM_014697,2891,3.26,2.47
NM_182690,1276,21.55,2.47
NM_212503,3165,3.68,2.47
NM_005341,2289,13.07,2.47
NM_013376,1218,10.77,2.47
NM_182919,2460,9.13,2.47
NM_012346,3432,82.03,2.47
NM_207324,1968,5.29,2.47
NM_198129,10511,3.55,2.47
NM_005257,3494,1.96,2.47
NM_182832,3029,2,2.47
NM_024610,1961,8.06,2.47
NM_001789,3717,32.53,2.47
NM_003925,2470,13.24,2.47
NM_004991,1277,122.13,2.47
NM_004634,4728,25.41,2.47
NM_033387,3951,3.41,2.47
NM_017820,2772,4.24,2.47
NM_153695,1692,9.29,2.47
NM_004529,3376,17.52,2.47
NM_021218,1532,9.06,2.47
NM_015086,3744,24.69,2.47
NM_017600,2279,2.11,2.47
NM_134424,2673,9.71,2.47
NM_005276,2909,1.15,2.47
NM_007211,2337,37.21,2.47
NM_032230,2085,2.91,2.47
NM_020993,3714,13.9,2.47
NM_014620,2300,32.39,2.47
NM_032287,5355,29.45,2.47
NM_014838,5217,17.5,2.47
NM_174910,747,3.09,2.47
NM_147686,2514,34.89,2.47
NM_003057,1921,1.8,2.47
NM_013375,2255,21.87,2.47
NM_004906,2143,30.4,2.47
NM_004348,5720,2.68,2.47
NM_001037163,2229,10.13,2.47
NM_005523,2653,9.34,2.47
NM_015314,4155,1.43,2.47
NM_022373,2911,5.43,2.47
NM_032222,2750,5.96,2.47
NM_019606,2769,112.02,2.47
NM_001013746,5508,2.29,2.47
NM_001015883,2728,43.33,2.47
NM_138447,2724,13.07,2.47
NM_024706,2649,9.72,2.47
NM_005849,1058,1.63,2.47
NM_172167,1587,2.97,2.47
NM_145911,3271,1.23,2.47
NM_022764,2308,17.06,2.47
NM_005251,1506,9.54,2.47
NM_020457,1903,41.43,2.47
NM_183353,3384,15.54,2.47
NM_178124,1404,4.33,2.47
NM_052957,2792,2.17,2.47
NM_015681,945,12.65,2.47
NM_032854,2450,4.88,2.47
NM_015443,4987,30.46,2.47
NM_001042573,4490,7.71,2.47
NM_001014811,2242,18.93,2.47
NM_144981,795,12.25,2.47
NM_138368,4181,7.08,2.47
NM_020402,1962,1.37,2.47
NM_005055,1664,1.03,2.47
NM_024841,3946,21.81,2.47
NM_198489,1202,10.67,2.47
NM_152335,2290,2.27,2.47
NM_152259,3159,11.91,2.47
NM_133474,4502,4.67,2.47
NM_006587,4942,2.88,2.47
NM_002938,2985,37.73,2.47
NM_017628,9215,3.35,2.47
NM_018248,2273,15.79,2.47
NM_197941,7289,6.92,2.5
NM_005642,2310,31.33,2.5
NM_024007,2762,13.45,2.5
NM_002890,4307,6.22,2.5
NM_022406,1707,8.87,2.5
NM_006999,3861,50.57,2.5
NM_173362,2711,2.38,2.5
NM_020943,3162,7.44,2.5
NM_207481,2242,10.41,2.5
NM_016044,1298,8.1,2.5
NM_012158,3489,14.3,2.5
NM_004466,2934,89.74,2.5
NM_015116,4163,6.35,2.5
NM_006955,5958,1.19,2.5
NM_015901,2120,2.5,2.5
NM_025176,4979,6.58,2.5
NM_080616,2100,28.95,2.5
NM_080836,6033,10.65,2.5
NM_018993,4259,13.55,2.5
NM_199003,2189,8.37,2.5
NM_030958,3692,3.58,2.5
NM_032664,3549,17.86,2.5
NM_152758,5156,18.66,2.5
NM_014943,4373,5.78,2.5
NM_001013842,2075,8.88,2.5
NM_023077,1614,64.16,2.5
NM_006996,3668,17.02,2.5
NM_145279,2815,3.84,2.5
NM_020205,3159,23.49,2.5
NM_018178,3127,11.41,2.5
NM_021737,5541,8.72,2.5
NM_000299,5451,1.3,2.5
NM_007358,2648,17.63,2.5
NM_001018001,1783,2.54,2.5
NM_020948,4972,9.87,2.5
NM_032037,1442,1.33,2.5
NM_145288,1604,3.3,2.5
NM_001352,1478,6.46,2.5
NM_133328,1951,21.47,2.5
NM_000121,1849,15.55,2.5
NM_139239,1834,8.57,2.5
NM_194325,2735,1.33,2.5
NM_016325,2839,11.21,2.5
NM_033513,1926,2.75,2.5
NM_001006656,4711,14.21,2.5
NM_153219,1135,3.65,2.5
NM_004876,4022,1.05,2.5
NM_182490,3075,8.97,2.5
NM_198580,3562,3.52,2.5
NM_015358,4244,3.59,2.5
NM_005241,3570,28.22,2.5
NM_015931,1545,3.55,2.5
NM_144716,874,62.17,2.5
NM_206831,583,13.89,2.5
NM_178130,2133,7.19,2.5
NM_000720,7193,1.73,2.5
NM_012157,2378,4.3,2.5
NM_017819,1654,12.42,2.5
NM_152629,7656,17.93,2.5
NM_145283,1472,1.31,2.5
NM_133497,1882,1.68,2.5
NM_133374,2999,12.42,2.5
NM_024945,3413,3.13,2.5
NM_144593,1192,2.18,2.5
NM_015899,1839,4.04,2.5
NM_017612,2874,12.99,2.5
NM_175709,3966,1.21,2.5
NM_053004,1530,23.58,2.5
NM_182520,2020,1.57,2.5
NM_152730,3431,3.26,2.5
NM_138493,637,11.05,2.5
NM_017909,1871,8.5,2.5
NM_078467,2281,27.2,2.5
NM_006813,2061,16.85,2.5
NM_145267,526,3.11,2.5
NM_012135,1618,18.31,2.5
NM_022574,6329,20.32,2.5
NM_000168,5054,3.09,2.5
NM_018275,2563,10.65,2.5
NM_015570,5972,3.55,2.5
NM_145102,4312,9.82,2.5
NM_020186,957,9.57,2.5
NM_138771,2473,1.56,2.5
NM_017970,3824,13.14,2.5
NM_015549,4418,15.81,2.5
NM_001003803,1567,2.33,2.5
NM_024515,2004,21.62,2.5
NM_001049,4343,30.42,2.5
NM_001011713,2891,6.24,2.5
NM_022493,2109,22.1,2.5
NM_001012981,7125,1.39,2.5
NM_014353,1641,8.87,2.5
NM_018378,1618,1.78,2.5
NM_025134,11479,9.14,2.5
NM_198270,8776,20.85,2.5
NM_003410,5811,18.47,2.5
NM_007202,2929,13.97,2.5
NM_017748,2347,11.92,2.5
NM_173627,2858,2.39,2.5
NM_006852,3616,7.28,2.5
NM_024585,2146,5.61,2.5
NM_031217,3379,11.9,2.5
NM_018073,3321,1.07,2.5
NM_152636,3959,8.43,2.5
NM_170676,3721,10.55,2.5
NM_024713,2676,2.99,2.5
NM_018163,993,22.83,2.5
NM_017610,5556,10.35,2.5
NM_173553,1300,1.26,2.5
NM_014885,941,19.07,2.5
NM_181808,2899,4.69,2.5
NM_017912,3903,1.33,2.5
NM_172250,1473,2.02,2.5
NM_024672,3876,1.59,2.5
NM_022483,2972,9.57,2.53
NM_005779,5061,13.21,2.53
NM_133174,2167,7.48,2.53
NM_014324,2534,3.27,2.53
NM_021614,2515,3.83,2.53
NM_005654,3210,24.92,2.53
NM_001825,1597,6.16,2.53
NM_031445,4698,12.55,2.53
NM_003894,6219,4.62,2.53
NM_152385,2266,4.72,2.53
NM_013953,4065,1.06,2.53
NM_015265,4999,7.6,2.53
NM_006164,2439,46.69,2.53
NM_004226,1707,10,2.53
NM_001034914,2928,6.29,2.53
NM_015630,3649,7.56,2.53
NM_007187,2354,2,2.53
NM_015011,6874,1.71,2.53
NM_017987,4520,2.73,2.53
NM_152875,2755,2.72,2.53
NM_032440,4852,6.82,2.53
NM_021830,3630,33.76,2.53
NM_030756,2444,29.89,2.53
NM_012238,4107,12.26,2.53
NM_178815,3589,4.38,2.53
NM_080749,1276,1.2,2.53
NM_003116,1452,4.91,2.53
NM_005195,1295,10.27,2.53
NM_012258,2331,8.69,2.53
NM_173685,1258,28.53,2.53
NM_000553,5745,7.54,2.53
NM_024812,2859,2.29,2.53
NM_003243,4199,8.64,2.53
NM_005240,1443,6.14,2.53
NM_198077,1232,16.37,2.53
NM_001029882,5714,11.82,2.53
NM_014969,4259,4.3,2.53
NM_002871,2452,6.84,2.53
NM_024772,4172,6.89,2.53
NM_031423,2003,8.81,2.53
NM_015176,2923,17.26,2.53
NM_014388,8463,7.69,2.53
NM_007204,3449,22.33,2.53
NM_182580,3321,2.29,2.53
NM_033312,4262,3.05,2.53
NM_138783,2185,3.3,2.53
NM_030957,4237,1.47,2.53
NM_138412,2006,25.88,2.53
NM_014959,5059,3.85,2.53
NM_001007269,1647,11.89,2.53
NM_000527,5175,42.28,2.53
NM_005178,1813,16.28,2.53
NM_003950,2731,2.68,2.53
NM_031416,1331,17.91,2.53
NM_013305,2627,2.23,2.53
NM_138644,2333,1.32,2.53
NM_182918,3097,11.77,2.53
NM_058191,2920,13.21,2.53
NM_020165,3053,12.1,2.53
NM_024491,2678,3.74,2.53
NM_014065,2662,4.27,2.53
NM_001039783,1165,1.07,2.53
NM_152617,2375,20.43,2.53
NM_020345,2013,4.88,2.53
NM_001024855,4338,3.2,2.53
NM_024800,2939,1.7,2.53
NM_001025930,3454,2.76,2.53
NM_006506,2592,5.58,2.53
NM_033083,4503,13.13,2.53
NM_000333,4416,11.34,2.53
NM_022072,1466,11.58,2.53
NM_006266,3668,19.91,2.53
NM_144653,2103,24.59,2.53
NM_031491,972,3.56,2.53
NM_021238,3097,20.34,2.53
NM_025126,2105,26.36,2.53
NM_180703,1638,5.76,2.53
NM_001004304,2154,61.96,2.53
NM_002405,2040,1.03,2.53
NM_014509,1374,5.4,2.53
NM_012429,2818,3.14,2.53
NM_138419,1524,13.67,2.53
NM_198920,1849,13.25,2.53
NM_138441,1802,11.99,2.53
NM_002269,2172,5.41,2.53
NM_033427,5980,4.63,2.53
NM_203288,1184,9.69,2.53
NM_003575,3732,37.03,2.53
NM_001011666,8532,1.1,2.53
NM_032172,5109,7.57,2.53
NM_020321,1766,1.57,2.53
NM_021722,3455,6.98,2.53
NM_021994,1782,8.01,2.53
NM_018139,1749,6.39,2.53
NM_144568,1701,27.91,2.53
NM_007110,8595,2.47,2.53
NM_004196,1177,12.78,2.53
NM_001663,1806,58.14,2.53
NM_017922,3179,9.1,2.53
NM_173502,2809,4.91,2.53
NM_024675,4069,10.79,2.53
NM_025187,2943,19.7,2.53
NM_001011658,2833,4.11,2.53
NM_017544,3249,12.89,2.53
NM_002208,3927,14.4,2.53
NM_014804,4424,4.6,2.53
NM_144997,3717,14.1,2.53
NM_016437,1830,6.74,2.53
NM_021012,1796,23,2.53
NM_024835,2802,12.81,2.53
NM_016339,3340,3.72,2.53
NM_001002914,2780,1.56,2.53
NM_016506,2442,24.58,2.53
NM_032531,2495,5.06,2.53
NM_001039618,7304,20.65,2.53
NM_003141,1946,11.45,2.53
NM_025092,2391,5.36,2.53
NM_020229,2229,37.71,2.53
NM_152222,3520,18.89,2.53
NM_015885,5834,10.38,2.53
NM_018285,1160,55.16,2.53
NM_001042572,7764,11.74,2.53
NM_181877,3765,2.5,2.53
NM_198281,6352,5.83,2.53
NM_033535,3475,7.41,2.53
NM_031296,3876,1.21,2.53
NM_006745,2214,7.75,2.53
NM_172174,1969,5.43,2.53
NM_014487,1858,23.78,2.53
NM_153354,2594,6.99,2.56
NM_022140,4707,3.01,2.56
NM_016340,6390,11.69,2.56
NM_001962,1574,77.99,2.56
NM_003714,5361,24.91,2.56
NM_022350,3356,1.03,2.56
NM_024615,2974,9.53,2.56
NM_181523,6453,2.79,2.56
NM_173828,2535,3.23,2.56
NM_003862,1546,1.93,2.56
NM_144579,4140,12.96,2.56
NM_004836,4511,5.71,2.56
NM_019885,4534,3.61,2.56
NM_003618,4141,6.03,2.56
NM_182501,4545,5.66,2.56
NM_032329,5233,7.43,2.56
NM_022826,3484,15.87,2.56
NM_024692,4307,2.64,2.56
NM_007023,4278,1.28,2.56
NM_022894,4252,6.35,2.56
NM_003507,3851,10.09,2.56
NM_172373,3499,10.81,2.56
NM_031915,3307,3.38,2.56
NM_001012508,3219,2.36,2.56
NM_001029880,4363,8.56,2.56
NM_001009943,2121,3.86,2.56
NM_000392,4868,1.92,2.56
NM_006426,2699,2.17,2.56
NM_001009569,5140,20.44,2.56
NM_012228,903,6.3,2.56
NM_024688,2717,1.2,2.56
NM_001042353,1811,1.81,2.56
NM_000880,2116,1.5,2.56
NM_018688,1863,19.47,2.56
NM_014066,3112,15.07,2.56
NM_170587,2102,4.95,2.56
NM_145004,2707,2.53,2.56
NM_024503,8571,1.5,2.56
NM_138300,3227,11.39,2.56
NM_147193,2815,7.37,2.56
NM_001017961,1676,2.87,2.56
NM_033319,1910,16.52,2.56
NM_006113,4768,24.79,2.56
NM_001010984,3854,4.85,2.56
NM_016274,1633,6.08,2.56
NM_020204,2515,2.49,2.56
NM_001010971,1566,1.28,2.56
NM_020832,4598,19.66,2.56
NM_002600,4309,1.61,2.56
NM_001035223,2260,2.13,2.56
NM_145232,1166,9.68,2.56
NM_017703,1876,9.82,2.56
NM_015526,3349,1.58,2.56
NM_018708,3844,32.44,2.56
NM_177401,3812,39.9,2.56
NM_001008239,5443,8.52,2.56
NM_017757,3496,6.95,2.56
NM_032910,838,1.02,2.56
NM_020800,4314,2.66,2.56
NM_153002,2445,10.49,2.56
NM_001023570,2392,5.76,2.56
NM_198562,3346,1.93,2.56
NM_152534,2037,4.59,2.56
NM_080652,1395,19.57,2.56
NM_015184,3956,2.12,2.56
NM_002886,6237,15.62,2.56
NM_016625,1647,18.86,2.56
NM_005513,2969,24.67,2.56
NM_006810,1693,55.41,2.56
NM_181897,6762,1.64,2.56
NM_002674,757,3.05,2.56
NM_018976,4861,81.94,2.56
NM_020128,2937,2.16,2.56
NM_020327,4540,15.11,2.56
NM_152779,980,1.17,2.56
NM_173566,1872,21.13,2.56
NM_005207,5235,26.89,2.56
NM_001001852,2392,57.86,2.56
NM_012419,1472,1.17,2.56
NM_032340,536,76.15,2.56
NM_000332,10692,4.18,2.56
NM_018064,1497,22.05,2.56
NM_173674,2010,46.48,2.56
NM_004506,2444,11.76,2.56
NM_018341,2078,2.92,2.56
NM_178238,3632,28.99,2.56
NM_022040,2199,1.09,2.56
NM_198467,3091,13.7,2.56
NM_033107,3412,8.56,2.56
NM_145914,2005,9.28,2.56
NM_022151,2435,2.73,2.56
NM_198686,3326,2.81,2.56
NM_001040428,2011,1.48,2.56
NM_024071,1412,24.6,2.56
NM_023112,3890,2.2,2.56
NM_030819,2118,15.21,2.56
NM_001031737,3454,3.82,2.56
NM_024306,2419,2.35,2.56
