seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hvak.hva.padj,hvak.hva.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr1,85850509,85850565,57,+,10550,peak9348,Cab39,NA,NA,NA,Cab39,Cab39,FALSE,NA,utr3,Cab39,0.22832351982325078,0.841229770346571,NA,"miR-27-3p, miR-19-3p, miR-200-3p/429-3p",miR-340-5p,"miR-17-5p/20-5p/93-5p/106-5p, miR-140-5p",ENSMUSG00000036707,Q06138,12283
chr1,85851155,85851212,58,+,5530,peak9354,Cab39,NA,NA,NA,Cab39,Cab39,FALSE,NA,utr3,Cab39,0.2795424236405338,0.6258986786130555,NA,miR-141-5p/6769b-3p,miR-29-3p,miR-324-3p,ENSMUSG00000036707,Q06138,12283
chr1,86305346,86305398,53,+,4146,peak9403,B3gnt7,NA,B3gnt7,NA,NA,NA,FALSE,NA,utr5,B3gnt7,0.35922719615876747,0.6220291084233104,NA,NA,NA,NA,ENSMUSG00000079445,Q8K0J2,227327
chr1,86305998,86306046,49,+,5827,peak9409,B3gnt7,NA,NA,NA,NA,NA,FALSE,NA,exon,B3gnt7,0.14338189775379118,1.2075837472273818,NA,miR-7-5p,NA,miR-29-3p,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306141,86306188,48,+,7011,peak9410,B3gnt7,NA,NA,NA,NA,NA,FALSE,NA,exon,B3gnt7,0.2155720137773044,0.9703116630672085,NA,NA,NA,"miR-423-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",ENSMUSG00000079445,Q8K0J2,227327
chr1,86306270,86306324,55,+,8038,peak9411,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.3126564906176349,0.6931086069030862,NA,NA,NA,miR-205-5p,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306373,86306420,48,+,18610,peak9412,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.2744572746889934,0.8016642866007461,NA,NA,NA,"miR-378-3p, miR-192-5p/215-5p",ENSMUSG00000079445,Q8K0J2,227327
chr1,86306440,86306485,46,+,17940,peak9413,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.18875917216980398,1.105080288459753,NA,NA,miR-484,miR-484,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306525,86306571,47,+,13832,peak9414,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.1499741978851351,1.0529909155890131,NA,NA,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306771,86306836,66,+,199602,peak9415,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.25519515259940523,0.7172056527932146,let-7-5p/miR-98-5p,"miR-674-5p, miR-196-5p","miR-484, miR-378-3p",NA,ENSMUSG00000079445,Q8K0J2,227327
chr1,86306966,86307020,55,+,7115,peak9416,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.7071559349871852,0.3087541327516603,miR-16-1-3p,NA,NA,NA,ENSMUSG00000079445,Q8K0J2,227327
chr1,86307053,86307090,38,+,3841,peak9417,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.429433141322817,0.5017201283251077,NA,NA,NA,let-7-5p/miR-98-5p,ENSMUSG00000079445,Q8K0J2,227327
chr1,86307191,86307248,58,+,25319,peak9418,B3gnt7,NA,NA,NA,B3gnt7,NA,FALSE,NA,utr3,B3gnt7,0.24297289242420192,0.90133550395887585,NA,NA,miR-27-3p,NA,ENSMUSG00000079445,Q8K0J2,227327
chr1,86530598,86530650,53,+,36180,peak9425,Ptma,NA,NA,NA,Ptma,Ptma,FALSE,NA,utr3,Ptma,0.2837402476802814,0.9489769671954271,NA,miR-21-3p,NA,NA,ENSMUSG00000026238,P26350,19231
chr1,86606020,86606083,64,+,5531,peak9432,Cops7b,NA,NA,NA,Cops7b,NA,FALSE,NA,utr3,Cops7b,0.2663446850492302,0.7827705997538106,miR-423-5p,NA,miR-205-5p,NA,ENSMUSG00000026240,Q8BV13,26895
chr1,87227795,87227841,47,+,8254,peak9449,Eif4e2,Eif4e2,NA,NA,NA,Eif4e2,FALSE,NA,utr3*,Eif4e2,0.15052946708943266,1.4318203255710806,NA,NA,NA,miR-28-5p/708-5p,ENSMUSG00000026254,Q8BMB3,26987
chr1,87238227,87238294,68,+,20204,peak9454,Eif4e2,NA,NA,NA,Eif4e2,NA,FALSE,NA,utr3,Eif4e2,0.03573996879788186,1.540360430208758,miR-200-3p/429-3p,NA,miR-19-3p,miR-29-3p,ENSMUSG00000026254,Q8BMB3,26987
chr1,87791526,87791587,62,+,13261,peak9501,Atg16l1,NA,NA,NA,Atg16l1,NA,FALSE,NA,utr3,Atg16l1,0.07398881039650965,1.203828729555844,NA,"miR-10-5p, miR-194-2-3p/6926-5p/7055-5p",let-7-5p/miR-98-5p,miR-139-3p,ENSMUSG00000026289,Q8C0J2,77040
chr1,87792168,87792227,60,+,48997,peak9507,Atg16l1,NA,NA,NA,Atg16l1,NA,FALSE,NA,utr3,Atg16l1,0.2045681596444023,1.0452700062488567,miR-17-5p/20-5p/93-5p/106-5p,"miR-130-3p/301-3p, miR-19-3p",miR-671-5p,"miR-146ab-5p, miR-132-3p/212-3p",ENSMUSG00000026289,Q8C0J2,77040
chr1,87792272,87792327,56,+,23887,peak9508,Atg16l1,NA,NA,NA,Atg16l1,NA,FALSE,NA,utr3,Atg16l1,0.08665774851410984,1.2931762620419258,NA,NA,NA,NA,ENSMUSG00000026289,Q8C0J2,77040
chr1,87943900,87943949,50,+,11046,peak9552,Dgkd,Dgkd,NA,NA,Dgkd,NA,FALSE,NA,utr3,Dgkd,0.11517622424745905,1.3617115904579695,NA,NA,NA,miR-103-3p/107-3p,ENSMUSG00000070738,E9PUQ8,227333
chr1,89109752,89109805,54,+,8033,peak9576,NA,Sh3bp4,NA,NA,NA,NA,FALSE,NA,intron,Sh3bp4,0.0679200652485884,1.3859472863213094,NA,NA,NA,miR-23-3p,ENSMUSG00000036206,Q921I6,98402
chr1,89145245,89145307,63,+,5802,peak9583,Sh3bp4,NA,NA,NA,NA,NA,FALSE,NA,exon,Sh3bp4,0.14353910692793206,0.9472889511544387,NA,miR-652-3p,NA,NA,ENSMUSG00000036206,Q921I6,98402
chr1,89462345,89462411,67,+,5529,peak9590,NA,Agap1,NA,NA,NA,NA,FALSE,NA,intron,Agap1,0.03279731854512184,1.9607813049313254,NA,NA,NA,NA,ENSMUSG00000055013,Q8BXK8,347722
chr1,89520889,89520950,62,+,12208,peak9604,NA,Agap1,NA,NA,NA,NA,FALSE,NA,intron,Agap1,0.6946584536047912,0.26981804093849776,miR-194-5p,NA,miR-132-3p/212-3p,NA,ENSMUSG00000055013,Q8BXK8,347722
chr1,91076765,91076813,49,+,4156,peak9665,NA,Lrrfip1,NA,NA,NA,NA,FALSE,NA,intron,Lrrfip1,0.03157528246454825,2.1135443029532754,NA,"miR-196-5p, let-7-5p/miR-98-5p",NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000026305,Q3UZ39,16978
chr1,92915887,92915946,60,+,5807,peak9738,Rnpepl1,NA,NA,NA,Rnpepl1,NA,FALSE,NA,utr3,Rnpepl1,0.021570490840189232,1.723216068927608,NA,let-7-5p/miR-98-5p,NA,miR-196-5p,ENSMUSG00000026269,G5E872,108657
chr1,92922234,92922285,52,+,5807,peak9752,Rnpepl1,NA,NA,NA,Rnpepl1,Rnpepl1,FALSE,NA,utr3,Rnpepl1,0.26374047055542005,0.6502361199484186,NA,miR-24-3p,NA,NA,ENSMUSG00000026269,G5E872,108657
chr1,92947871,92947924,54,+,14162,peak9754,Capn10,NA,NA,NA,Capn10,Capn10,FALSE,NA,utr3,Capn10,0.13072103413616454,1.0336964941026627,"miR-26-5p, miR-340-5p",miR-23-3p,NA,miR-181-5p,ENSMUSG00000026270,Q9ESK3,23830
chr1,93402388,93402444,57,+,30898,peak9772,NA,Ano7,NA,NA,NA,NA,FALSE,NA,intron,Ano7,0.13363265543826608,1.3528308694138413,NA,miR-7-5p,NA,NA,ENSMUSG00000034107,Q14AT5,404545
chr1,93508675,93508737,63,+,11329,peak9792,Sept2,NA,NA,NA,Sept2,Sept2,FALSE,NA,utr3,Sept2,0.2526709822213111,0.8923114085640421,miR-17-5p/20-5p/93-5p/106-5p,NA,NA,"miR-130-3p/301-3p, miR-192-5p/215-5p, miR-324-3p, miR-16-1-3p, miR-340-5p",ENSMUSG00000026276,P42208,18000
chr1,93509486,93509546,61,+,12420,peak9798,Sept2,NA,NA,NA,Sept2,NA,FALSE,NA,utr3,Sept2,0.2402318315938959,0.7952127110561886,NA,"miR-324-3p, miR-345-5p, miR-16-2-3p",miR-29-3p,NA,ENSMUSG00000026276,P42208,18000
chr1,93686535,93686602,68,+,20784,peak9818,Bok,NA,NA,NA,NA,NA,FALSE,NA,exon,Bok,0.0024477242690388603,2.2994186468728675,NA,NA,NA,miR-185-5p,ENSMUSG00000026278,O35425,51800
chr1,93778286,93778339,54,+,13116,peak9832,Atg4b,NA,NA,NA,Atg4b,NA,FALSE,NA,utr3,Atg4b,0.05156874158908496,1.4079489737403104,NA,NA,NA,"miR-21-3p, miR-1198-5p",ENSMUSG00000026280,Q8BGE6,66615
chr1,97782992,97783047,56,+,7596,peak9856,Gin1,Gin1,NA,NA,Gin1,NA,FALSE,NA,utr3,Gin1,0.09924674731270279,1.3156773641434498,NA,NA,NA,miR-132-3p/212-3p,ENSMUSG00000026333,Q8K259,252876
chr1,105739946,105740008,63,+,9143,peak9879,NA,RP24-353D23.1,NA,NA,NA,NA,FALSE,NA,intron,RP24-353D23.1,0.045543541766513554,3.500620944730677,NA,NA,NA,NA,NA,"NA",NA
chr1,105809341,105809402,62,+,10363,peak9898,Tnfrsf11a,NA,NA,NA,NA,NA,FALSE,NA,exon,Tnfrsf11a,0.04337985108333499,1.3409218848831972,NA,let-7-5p/miR-98-5p,NA,"miR-130-3p/301-3p, miR-196-5p",ENSMUSG00000026321,O35305,21934
chr1,105827403,105827457,55,+,9795,peak9907,Tnfrsf11a,NA,NA,NA,NA,NA,FALSE,NA,exon,Tnfrsf11a,0.04217368058842735,1.5686565182761858,NA,miR-24-3p,"miR-423-3p, miR-30a-3p/30d-3p/30e-3p",NA,ENSMUSG00000026321,O35305,21934
chr1,105845700,105845740,41,+,4409,peak9919,Tnfrsf11a,NA,NA,NA,Tnfrsf11a,NA,FALSE,NA,utr3,Tnfrsf11a,0.3199019852722357,0.654568348829629,NA,NA,NA,NA,ENSMUSG00000026321,O35305,21934
chr1,105845771,105845819,49,+,5792,peak9920,Tnfrsf11a,NA,NA,NA,Tnfrsf11a,NA,FALSE,NA,utr3,Tnfrsf11a,0.08865744446293515,1.49727738192452,NA,NA,NA,NA,ENSMUSG00000026321,O35305,21934
chr1,105845863,105845927,65,+,4029,peak9921,Tnfrsf11a,NA,NA,NA,Tnfrsf11a,NA,FALSE,NA,utr3,Tnfrsf11a,0.11072937947492367,1.5416504909240116,NA,NA,NA,NA,ENSMUSG00000026321,O35305,21934
chr1,106031308,106031368,61,+,18569,peak9950,Zcchc2,Zcchc2,NA,NA,Zcchc2,NA,FALSE,NA,utr3,Zcchc2,0.4978427775022564,0.39940832450128944,miR-30-5p/384-5p,NA,NA,miR-33-5p,ENSMUSG00000038866,Q69ZB8,227449
chr1,106380371,106380422,52,+,5442,peak9987,Phlpp1,NA,NA,NA,NA,NA,FALSE,NA,exon,Phlpp1,0.5845064524847903,0.3528678999209035,NA,NA,NA,NA,ENSMUSG00000044340,Q8CHE4,98432
chr1,118461246,118461296,51,+,4536,peak10019,Clasp1,Clasp1,NA,NA,NA,NA,FALSE,NA,exon,Clasp1,0.12746789473926284,1.1588564681216387,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-103-3p/107-3p,ENSMUSG00000064302,Q80TV8,76707
chr1,118607080,118607148,69,+,14134,peak10034,Clasp1,NA,NA,NA,Clasp1,Clasp1,FALSE,NA,utr3,Clasp1,0.1351198480732269,1.1055309676321012,miR-181-5p,miR-200-3p/429-3p,NA,NA,ENSMUSG00000064302,Q80TV8,76707
chr1,118608894,118608951,58,+,7107,peak10038,Clasp1,NA,NA,NA,Clasp1,Clasp1,FALSE,NA,utr3,Clasp1,0.45532053430381125,0.624876736649654,NA,NA,NA,NA,ENSMUSG00000064302,Q80TV8,76707
chr1,118666110,118666160,51,+,3072,peak10060,Tfcp2l1,Tfcp2l1,NA,NA,NA,NA,FALSE,NA,exon,Tfcp2l1,0.07164105508077695,1.2968904677944828,NA,NA,miR-378-3p,"miR-378-3p, miR-141-5p/6769b-3p, miR-29-3p",ENSMUSG00000026380,Q3UNW5,81879
chr1,118677453,118677540,88,+,19631,peak10063,Tfcp2l1,NA,NA,NA,Tfcp2l1,NA,FALSE,NA,utr3,Tfcp2l1,0.07197935894385442,1.5789777474676874,NA,NA,miR-27-3p,"miR-194-2-3p/6926-5p/7055-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-140-5p, miR-345-5p",ENSMUSG00000026380,Q3UNW5,81879
chr1,118682706,118682774,69,+,4013,peak10100,Tfcp2l1,NA,NA,NA,Tfcp2l1,NA,FALSE,NA,utr3,Tfcp2l1,0.09906403844889704,1.103259241809856,"miR-193-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",miR-151-3p,NA,"miR-193-3p, miR-103-3p/107-3p, miR-423-3p, miR-141-3p, miR-425-5p/489-3p, miR-186-5p",ENSMUSG00000026380,Q3UNW5,81879
chr1,118684960,118685027,68,+,4919,peak10116,Tfcp2l1,NA,NA,NA,Tfcp2l1,NA,FALSE,NA,utr3,Tfcp2l1,0.12778172428348805,1.0624965164317213,miR-378-3p,NA,NA,miR-192-5p/215-5p,ENSMUSG00000026380,Q3UNW5,81879
chr1,118685081,118685139,59,+,7372,peak10117,Tfcp2l1,NA,NA,NA,Tfcp2l1,NA,FALSE,NA,utr3,Tfcp2l1,0.11338297890041732,1.2009806757524757,NA,"miR-130-3p/301-3p, miR-19-3p",NA,NA,ENSMUSG00000026380,Q3UNW5,81879
chr1,119527553,119527604,52,+,19955,peak10120,Tmem185b,NA,NA,NA,Tmem185b,NA,FALSE,NA,utr3,Tmem185b,0.09829331189637401,1.2152595806840774,NA,NA,miR-674-5p,NA,ENSMUSG00000098923,Q8R3R5,226351
chr1,127234961,127235015,55,+,6707,peak10194,NA,Mgat5,NA,NA,NA,NA,FALSE,NA,intron,Mgat5,0.14907847061762866,0.9370683680899451,NA,NA,NA,miR-26-5p,ENSMUSG00000036155,Q8R4G6,107895
chr1,127379439,127379489,51,+,6832,peak10246,NA,Mgat5,NA,NA,NA,NA,FALSE,NA,intron,Mgat5,0.20268506299159475,1.1835530764505469,miR-194-5p,NA,"miR-21-3p, miR-328-3p",NA,ENSMUSG00000036155,Q8R4G6,107895
chr1,127484332,127484389,58,+,17618,peak10296,Mgat5,NA,NA,NA,Mgat5,Mgat5,FALSE,NA,utr3,Mgat5,0.13778211260021647,1.1039337787256949,miR-21-3p,let-7-5p/miR-98-5p,NA,miR-196-5p,ENSMUSG00000036155,Q8R4G6,107895
chr1,127485801,127485912,112,+,7812,peak10310,Mgat5,NA,NA,NA,Mgat5,NA,FALSE,NA,utr3,Mgat5,0.1920095075656971,0.8425475558994122,NA,NA,NA,"miR-205-5p, miR-141-3p, miR-186-5p, miR-29-3p",ENSMUSG00000036155,Q8R4G6,107895
chr1,127487031,127487138,108,+,7202,peak10318,Mgat5,NA,NA,NA,Mgat5,NA,FALSE,NA,utr3,Mgat5,0.1462601122664418,0.9593386199623277,miR-148-3p/152-3p,NA,miR-27-3p,"miR-193-3p, miR-33-5p, miR-130-3p/301-3p, miR-21ac-5p, miR-28-3p",ENSMUSG00000036155,Q8R4G6,107895
chr1,127804570,127804629,60,+,16172,peak10346,Ccnt2,NA,NA,NA,Ccnt2,NA,FALSE,NA,utr3,Ccnt2,0.4081408211252088,0.7675351589005885,NA,NA,NA,miR-23-3p,ENSMUSG00000026349,Q7TQK0,72949
chr1,127943199,127943256,58,+,54496,peak10366,Rab3gap1,NA,NA,NA,Rab3gap1,NA,FALSE,NA,utr3,Rab3gap1,0.06237398147775283,1.6099379130154847,miR-17-5p/20-5p/93-5p/106-5p,"miR-130-3p/301-3p, miR-19-3p",NA,miR-19-3p,ENSMUSG00000036104,Q80UJ7,226407
chr1,128258890,128258945,56,+,18122,peak10380,Ubxn4,NA,NA,NA,NA,NA,FALSE,NA,exon,Ubxn4,0.29267933046725747,0.7672927245185447,NA,NA,miR-23-3p,NA,ENSMUSG00000026353,Q8VCH8,67812
chr1,130835449,130835502,54,+,10815,peak10424,NA,Pigr,NA,NA,NA,NA,FALSE,NA,intron,Pigr,0.4711392417150262,0.4905260080662657,miR-194-5p,NA,NA,NA,ENSMUSG00000026417,O70570,18703
chr1,130841653,130841704,52,+,12147,peak10427,Pigr,NA,NA,NA,NA,NA,FALSE,NA,exon,Pigr,0.8932877229427508,-0.09826598638959141,NA,let-7-5p/miR-98-5p,miR-185-5p,"miR-196-5p, miR-200-3p/429-3p",ENSMUSG00000026417,O70570,18703
chr1,130844654,130844708,55,+,80794,peak10431,Pigr,NA,NA,NA,NA,NA,FALSE,NA,exon,Pigr,0.7293625651759991,0.24315715813404623,miR-210-3p,NA,miR-147-3p,NA,ENSMUSG00000026417,O70570,18703
chr1,130844787,130844844,58,+,30483,peak10432,Pigr,NA,NA,NA,NA,NA,FALSE,NA,exon,Pigr,0.31229475936675793,0.6241671710226817,miR-674-5p,"miR-23-3p, miR-181-5p",NA,NA,ENSMUSG00000026417,O70570,18703
chr1,130848464,130848517,54,+,104453,peak10443,Pigr,NA,NA,NA,NA,NA,FALSE,NA,exon,Pigr,0.5634374800803551,0.3491785108171238,miR-96-5p,NA,miR-182-5p,miR-33-5p,ENSMUSG00000026417,O70570,18703
chr1,130851219,130851275,57,+,17734,peak10451,Pigr,NA,NA,NA,Pigr,NA,FALSE,NA,utr3,Pigr,0.871402255754105,0.10770320361964482,NA,"miR-185-5p, miR-185-5p",NA,miR-345-5p,ENSMUSG00000026417,O70570,18703
chr1,130851988,130852036,49,+,8628,peak10459,Pigr,NA,NA,NA,Pigr,NA,FALSE,NA,utr3,Pigr,0.7027362103646674,-0.2653157740744906,NA,NA,NA,miR-18-5p,ENSMUSG00000026417,O70570,18703
chr1,131161286,131161342,57,+,110434,peak10465,Eif2d,NA,NA,NA,Eif2d,Eif2d,FALSE,NA,utr3,Eif2d,0.07313605713517549,1.3561243018920122,NA,miR-194-5p,NA,"miR-671-5p, miR-29-3p",ENSMUSG00000026427,Q61211,16865
chr1,131675002,131675066,65,+,11388,peak10478,Ctse,NA,NA,NA,Ctse,NA,FALSE,NA,utr3,Ctse,0.4296639541089842,0.6458908688894738,NA,NA,NA,"miR-200-3p/429-3p, miR-221-3p/222-3p",ENSMUSG00000004552,P70269,13034
chr1,131931364,131931425,62,+,6859,peak10498,Nucks1,NA,NA,NA,Nucks1,NA,FALSE,NA,utr3,Nucks1,0.3537507200490899,1.1398634132380907,NA,NA,NA,NA,ENSMUSG00000026434,Q80XU3,98415
chr1,131932772,131932831,60,+,5448,peak10507,Nucks1,NA,NA,NA,Nucks1,Nucks1,FALSE,NA,utr3,Nucks1,0.3623497321352817,0.5660292403624888,NA,miR-200-3p/429-3p,miR-21ac-5p,"miR-130-3p/301-3p, miR-671-5p",ENSMUSG00000026434,Q80XU3,98415
chr1,131933812,131933869,58,+,4815,peak10513,Nucks1,NA,NA,NA,Nucks1,Nucks1,FALSE,NA,utr3,Nucks1,0.5443863947625854,0.34958486110281534,NA,miR-194-5p,NA,"miR-205-5p, miR-30-5p/384-5p, miR-29-3p",ENSMUSG00000026434,Q80XU3,98415
chr1,131934541,131934632,92,+,4120,peak10520,Nucks1,NA,NA,NA,Nucks1,Nucks1,FALSE,NA,utr3,Nucks1,0.14703082195059894,0.9677130607591335,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,"miR-26-5p, miR-27-3p",miR-103-3p/107-3p,ENSMUSG00000026434,Q80XU3,98415
chr1,131935074,131935132,59,+,4803,peak10524,Nucks1,NA,NA,NA,Nucks1,NA,FALSE,NA,utr3,Nucks1,0.24802277863237288,0.7424431483102298,NA,NA,NA,"miR-182-5p, miR-196-5p, miR-183-5p, miR-96-5p",ENSMUSG00000026434,Q80XU3,98415
chr1,131935261,131935314,54,+,4648,peak10525,Nucks1,NA,NA,NA,Nucks1,NA,FALSE,NA,utr3,Nucks1,0.11977604673658324,1.1904614001546319,NA,NA,NA,NA,ENSMUSG00000026434,Q80XU3,98415
chr1,131935777,131935849,73,+,7311,peak10529,Nucks1,NA,NA,NA,Nucks1,NA,FALSE,NA,utr3,Nucks1,0.16140869508721553,0.997419439200121,NA,NA,miR-25-3p/32-5p/92-3p/363-3p/367-3p,"miR-141-3p, miR-324-3p, miR-30a-3p/30d-3p/30e-3p",ENSMUSG00000026434,Q80XU3,98415
chr1,132008806,132008860,55,+,12303,peak10542,Elk4,Elk4,Elk4,NA,NA,NA,FALSE,NA,utr5,Elk4,0.7444539958821644,0.2369849711935394,NA,NA,miR-194-5p,NA,ENSMUSG00000026436,P41158,13714
chr1,132025271,132025327,57,+,46230,peak10569,Elk4,Elk4,NA,NA,Elk4,Elk4,FALSE,NA,utr3,Elk4,0.09738089983274563,1.0479095549794446,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,NA,miR-141-3p,ENSMUSG00000026436,P41158,13714
chr1,132029721,132029784,64,+,4960,peak10606,NA,Elk4,NA,NA,NA,NA,FALSE,NA,intron,Elk4,0.5984076166202656,0.35938609635560087,NA,NA,NA,"miR-148-3p/152-3p, miR-132-3p/212-3p",ENSMUSG00000026436,P41158,13714
chr1,132030412,132030472,61,+,14105,peak10613,NA,Elk4,NA,NA,NA,NA,FALSE,NA,intron,Elk4,0.139786708199812,1.0277377094113647,miR-29-3p,NA,miR-671-5p,miR-146ab-5p,ENSMUSG00000026436,P41158,13714
chr1,132032218,132032274,57,+,6806,peak10622,Elk4,NA,NA,NA,Elk4,NA,FALSE,NA,utr3,Elk4,0.28734938980372593,0.6662160792650811,NA,"miR-21-3p, miR-17-5p/20-5p/93-5p/106-5p, miR-148-3p/152-3p",NA,miR-130-3p/301-3p,ENSMUSG00000026436,P41158,13714
chr1,132332748,132332811,64,+,13546,peak10635,Nuak2,NA,NA,NA,Nuak2,NA,FALSE,NA,utr3,Nuak2,0.10586938605395335,1.3478505733623474,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-21-3p, miR-103-3p/107-3p",ENSMUSG00000009772,Q8BZN4,74137
chr1,132332897,132332956,60,+,45690,peak10636,Nuak2,NA,NA,NA,Nuak2,NA,FALSE,NA,utr3,Nuak2,0.056870496902108776,1.1991473321434718,NA,NA,NA,miR-181-5p,ENSMUSG00000009772,Q8BZN4,74137
chr1,132333013,132333068,56,+,18172,peak10637,Nuak2,NA,NA,NA,Nuak2,NA,FALSE,NA,utr3,Nuak2,0.05404082501562428,1.3613667412052848,miR-23-3p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,miR-103-3p/107-3p,ENSMUSG00000009772,Q8BZN4,74137
chr1,132466004,132466070,67,+,6670,peak10642,Dstyk,NA,NA,NA,Dstyk,Dstyk,FALSE,NA,utr3,Dstyk,0.2730056943963864,0.6407116291953933,NA,NA,"miR-130-3p/301-3p, miR-17-5p/20-5p/93-5p/106-5p, miR-148-3p/152-3p",NA,ENSMUSG00000042046,Q6XUX1,213452
chr1,133106626,133106684,59,+,6163,peak10668,Pik3c2b,NA,NA,NA,Pik3c2b,NA,FALSE,NA,utr3,Pik3c2b,0.1779522674139019,1.875392571786165,NA,NA,NA,NA,ENSMUSG00000026447,E9QAN8,240752
chr1,133131754,133131793,40,+,3222,peak10677,Ppp1r15b,NA,NA,NA,NA,NA,FALSE,NA,exon,Ppp1r15b,0.5076277217129442,-0.6450164289351935,NA,miR-210-3p,NA,miR-147-3p,ENSMUSG00000046062,Q8BFW3,108954
chr1,133132851,133132905,55,+,9463,peak10688,Ppp1r15b,Ppp1r15b,NA,NA,NA,NA,FALSE,NA,exon,Ppp1r15b,0.19510453224295599,0.7060753915383092,miR-23-3p,NA,NA,miR-181-5p,ENSMUSG00000046062,Q8BFW3,108954
chr1,133137040,133137095,56,+,5011,peak10696,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.32492277366513084,0.6232395649400619,NA,NA,NA,NA,ENSMUSG00000046062,Q8BFW3,108954
chr1,133137120,133137181,62,+,5322,peak10697,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.9250211500043454,0.06393885131646894,NA,NA,NA,NA,ENSMUSG00000046062,Q8BFW3,108954
chr1,133137283,133137363,81,+,7069,peak10698,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.6795762361141096,0.25148910659406754,NA,NA,miR-30-5p/384-5p,NA,ENSMUSG00000046062,Q8BFW3,108954
chr1,133138536,133138604,69,+,217610,peak10708,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.44959783450987717,0.5742179754066665,miR-141-3p,miR-17-5p/20-5p/93-5p/106-5p,NA,"miR-194-5p, miR-148-3p/152-3p",ENSMUSG00000046062,Q8BFW3,108954
chr1,133138653,133138687,35,+,25042,peak10709,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.358657893845541,0.5792800926139792,NA,NA,NA,miR-196-5p,ENSMUSG00000046062,Q8BFW3,108954
chr1,133138736,133138770,35,+,6241,peak10710,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.9941619115006868,0.004800570265350608,NA,NA,NA,NA,ENSMUSG00000046062,Q8BFW3,108954
chr1,133138902,133138968,67,+,78756,peak10711,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.28739293191512016,0.7802015273804086,let-7-5p/miR-98-5p,"miR-196-5p, miR-191-5p","miR-10-5p, miR-340-5p",miR-23-3p,ENSMUSG00000046062,Q8BFW3,108954
chr1,133139113,133139239,127,+,9670,peak10712,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.7694132919033986,0.2174339990705928,NA,NA,NA,"miR-22-3p, miR-27-3p, miR-186-5p",ENSMUSG00000046062,Q8BFW3,108954
chr1,133139329,133139384,56,+,9969,peak10713,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.9905773954551298,0.010456198971149968,NA,NA,NA,"miR-362-5p, miR-501-5p",ENSMUSG00000046062,Q8BFW3,108954
chr1,133139488,133139543,56,+,7392,peak10715,Ppp1r15b,NA,NA,NA,Ppp1r15b,NA,FALSE,NA,utr3,Ppp1r15b,0.3178632755889318,0.6179115221976967,NA,miR-29-3p,miR-221-3p/222-3p,"miR-23-3p, miR-1198-5p, miR-324-3p",ENSMUSG00000046062,Q8BFW3,108954
